interval,gameId,player,exercise,q_score,reward
0,882,A. Baynes - baynear01,False,4.13991,0.0
1,882,A. Baynes - baynear01,True,4.7254186,5.675082155338792
2,882,A. Baynes - baynear01,False,2.9404855,1.3501643106775845
3,882,A. Baynes - baynear01,False,1.0478137,0.0
4,882,A. Baynes - baynear01,True,-0.3955801,0.0
0,898,A. Baynes - baynear01,False,3.443927,0.0
1,898,A. Baynes - baynear01,False,2.490144,0.0
2,898,A. Baynes - baynear01,False,0.6432845,0.0
3,898,A. Baynes - baynear01,True,1.7844136,3.338250753985351
4,898,A. Baynes - baynear01,True,0.91748637,1.7843343386471346
0,901,A. Baynes - baynear01,False,3.8331287,0.0
1,901,A. Baynes - baynear01,False,3.1751595,0.24587628865979383
2,901,A. Baynes - baynear01,False,2.5550427,0.49175257731958766
3,901,A. Baynes - baynear01,False,1.739068,0.0
4,901,A. Baynes - baynear01,True,2.3113868,3.9835051546391753
0,902,A. Baynes - baynear01,False,3.7021852,0.0
1,902,A. Baynes - baynear01,False,3.2418683,1.2797921033530342
2,902,A. Baynes - baynear01,False,1.5052817,0.0
3,902,A. Baynes - baynear01,False,0.21071453,0.0
4,902,A. Baynes - baynear01,True,1.1149755,5.119168413412137
0,909,A. Baynes - baynear01,False,3.2117443,0.0
1,909,A. Baynes - baynear01,False,3.2002285,2.7747693054881006
2,909,A. Baynes - baynear01,True,2.6791458,3.5495386109762013
3,909,A. Baynes - baynear01,False,1.0649455,0.0
4,909,A. Baynes - baynear01,True,-0.18795376,0.0
0,911,A. Baynes - baynear01,False,3.849836,0.0
1,911,A. Baynes - baynear01,True,7.471877,14.9196882129003
2,911,A. Baynes - baynear01,True,5.552852,13.839376425800603
3,911,A. Baynes - baynear01,True,4.532413,12.759064638700906
4,911,A. Baynes - baynear01,True,5.6212544,20.678752851601207
0,340,A. Burks - burksal01,False,3.086129,0.0
1,340,A. Burks - burksal01,False,1.7279917,1.198970119506685
2,340,A. Burks - burksal01,False,0.1637413,0.0
3,340,A. Burks - burksal01,True,-1.0349677,0.0
4,340,A. Burks - burksal01,True,-1.2198653,0.7958804780267403
0,342,A. Burks - burksal01,False,3.6308956,0.0
1,342,A. Burks - burksal01,False,3.215576,0.0
2,342,A. Burks - burksal01,False,2.5186794,0.2809654734574991
3,342,A. Burks - burksal01,False,1.2538688,0.0
4,342,A. Burks - burksal01,True,1.5363252,7.561930946914998
0,343,A. Burks - burksal01,False,3.5188856,0.0
1,343,A. Burks - burksal01,False,3.0426304,0.0
2,343,A. Burks - burksal01,True,3.4279642,4.395683934135922
