Interval,CumulativePlayerPointsInterval,Player,GameId,Date,Team,Opponent,Home,TeamRest,OpponentTeamRest,CumulativeTeamPointsInterval,CumulativeOpponentPointsInterval,ScoreMarginInterval,ScoreMarginxTimeRemainingInterval,ScoreMarginxTimeRemaining2Interval,RollingAvgPlayerPoints,RollingAverageOpposingTeamAllowedPoints,RollingAverageTeamPoints
3,13.0,A. Davis - davisan02,784,2018-11-26,NOP,NOP,1,2.0,2.0,79,89,-10,120.0,1440.0,27.806518108092096,116.63971891350715,127.39115898319692
4,27.0,A. Davis - davisan02,784,2018-11-26,NOP,NOP,1,2.0,2.0,107,124,-17,0.0,0.0,27.806518108092096,116.63971891350715,127.39115898319692
0,0.0,A. Davis - davisan02,785,2018-10-26,NOP,NOP,1,3.0,3.0,0,0,0,0.0,0.0,25.446153846153848,113.06153846153845,123.42105263157892
1,4.0,A. Davis - davisan02,785,2018-10-26,NOP,NOP,1,3.0,3.0,32,30,2,72.0,2592.0,25.446153846153848,113.06153846153845,123.42105263157892
2,13.0,A. Davis - davisan02,785,2018-10-26,NOP,NOP,1,3.0,3.0,57,66,-9,216.0,5184.0,25.446153846153848,113.06153846153845,123.42105263157892
3,15.0,A. Davis - davisan02,785,2018-10-26,NOP,NOP,1,3.0,3.0,88,88,0,0.0,0.0,25.446153846153848,113.06153846153845,123.42105263157892
4,18.0,A. Davis - davisan02,785,2018-10-26,NOP,NOP,1,3.0,3.0,117,115,2,0.0,0.0,25.446153846153848,113.06153846153845,123.42105263157892
0,0.0,A. Davis - davisan02,786,2018-11-07,NOP,NOP,1,2.0,2.0,0,0,0,0.0,0.0,24.289928628072957,112.13984962406015,119.31279620853078
1,10.0,A. Davis - davisan02,786,2018-11-07,NOP,NOP,1,2.0,2.0,29,23,6,216.0,7776.0,24.289928628072957,112.13984962406015,119.31279620853078
2,22.0,A. Davis - davisan02,786,2018-11-07,NOP,NOP,1,2.0,2.0,58,50,8,192.0,4608.0,24.289928628072957,112.13984962406015,119.31279620853078
3,30.0,A. Davis - davisan02,786,2018-11-07,NOP,NOP,1,2.0,2.0,85,72,13,156.0,1872.0,24.289928628072957,112.13984962406015,119.31279620853078
4,32.0,A. Davis - davisan02,786,2018-11-07,NOP,NOP,1,2.0,2.0,107,95,12,0.0,0.0,24.289928628072957,112.13984962406015,119.31279620853078
0,0.0,A. Davis - davisan02,788,2019-01-09,NOP,NOP,1,2.0,2.0,0,0,0,0.0,0.0,33.147204562540075,120.26623857474912,123.44293084548809
1,6.0,A. Davis - davisan02,788,2019-01-09,NOP,NOP,1,2.0,2.0,25,38,-13,468.0,16848.0,33.147204562540075,120.26623857474912,123.44293084548809
2,13.0,A. Davis - davisan02,788,2019-01-09,NOP,NOP,1,2.0,2.0,59,63,-4,96.0,2304.0,33.147204562540075,120.26623857474912,123.44293084548809
3,31.0,A. Davis - davisan02,788,2019-01-09,NOP,NOP,1,2.0,2.0,100,91,9,108.0,1296.0,33.147204562540075,120.26623857474912,123.44293084548809
4,38.0,A. Davis - davisan02,788,2019-01-09,NOP,NOP,1,2.0,2.0,140,124,16,0.0,0.0,33.147204562540075,120.26623857474912,123.44293084548809
